ID	Quotation Name	Document	Document Groups	Quotation Content	Codes	Autore-i	Riferimento-Bibliografico	Link
314:6	Las calles son tortuosas, formadas totalmente de soportales anchos que…	es_LET_PérezGaldós_Viajes_y_Fantasías_1928_ok	SP  all-doc	Las calles son tortuosas, formadas totalmente de soportales anchos que les dan especial carácter. Hay muchos palacios, innumerables conventos; toda la ciudad vetusta, sin dejar de ser magnífica y opulenta.	CITTAePAESI::Bologna  ESPERIENZA::Ammirazione  LINGUA::Spanish  LU::Edifici::Palazzo  OPA::Architettura::Portico	Pérez Galdós, Benito	Pérez Galdós, Benito (1928). Viajes y fantasías.	Non Disponibile
314:7	Como toda ciudad italiana, Bolonia está llena de edificios hermosos; p…	es_LET_PérezGaldós_Viajes_y_Fantasías_1928_ok	SP  all-doc	Como toda ciudad italiana, Bolonia está llena de edificios hermosos; pero ninguno es de primer orden. La iglesia de San Petronio, de proporciones colosales, sería la mayor de la península en el género gótico-toscano si estuviera concluída. No existe más que la mitad, que se destaca informe y cortada sobre la masa del caserío de la población.	CITTAePAESI::Bologna  ESPERIENZA::Critica  LINGUA::Spanish  LU::Di-Culto::Basilica-Di-San-Petronio  OPA::Architettura::Ordine	Pérez Galdós, Benito	Pérez Galdós, Benito (1890). La casa de Shakespeare.	Non Disponibile
314:8	Santo Domingo, donde existe el suntuoso sepulcro de nuestro compatriot…	es_LET_PérezGaldós_Viajes_y_Fantasías_1928_ok	SP  all-doc	Santo Domingo, donde existe el suntuoso sepulcro de nuestro compatriota, el fundador de la Orden de Predicadores, es grande y con tendencias al barroquismo; la catedral más grande aún y completamente barroca.	CITTAePAESI::Bologna  LINGUA::Spanish  LU::Di-Culto::Basilica-Di-San-Domenico  LU::Di-Culto::Cattedrale-di-San-Pietro  OPA::Architettura::Ordine  OPA::Tomba::Arca-Di-San-Domenico  OPA::Tomba::Tomba	Pérez Galdós, Benito	Pérez Galdós, Benito (1890). La casa de Shakespeare.	Non Disponibile
314:9	Pero lo más característico y propiamente monumental de Bolonia es la c…	es_LET_PérezGaldós_Viajes_y_Fantasías_1928_ok	SP  all-doc	Pero lo más característico y propiamente monumental de Bolonia es la configuración arcaica de sus calles y del caserío burgués, lo cual nos da la impresión perfecta de una ciudad de la edad pasada. Lo que lucirían las procesiones y cabalgatas en estas avenidas tortuosas formadas de altas paredes, de airosos y desiguales porches, fácilmente se comprende sólo con verlas.	CITTAePAESI::Bologna  ESPERIENZA::Ammirazione  ESPERIENZA::Curiosità  LINGUA::Spanish  OPA::Architettura::Portico	Pérez Galdós, Benito	Pérez Galdós, Benito (1890). La casa de Shakespeare.	Non Disponibile
314:10	La vida moderna resulta allí disonante, y sin embargo, Bolonia no es u…	es_LET_PérezGaldós_Viajes_y_Fantasías_1928_ok	SP  all-doc	La vida moderna resulta allí disonante, y sin embargo, Bolonia no es una ciudad muerta, ni mucho menos. Ha entrado con brío en la vida moderna, desarrollando su actividad en todas las esferas, conservando al propio tiempo su tradicional estructura	CITTAePAESI::Bologna  ESPERIENZA::Ammirazione  LINGUA::Spanish	Pérez Galdós, Benito	Pérez Galdós, Benito (1928). Viajes y fantasías.	Non Disponibile
314:11	El Palacio Municipal y el del Podestá son bastante bellos, pero incomp…	es_LET_PérezGaldós_Viajes_y_Fantasías_1928_ok	SP  all-doc	El Palacio Municipal y el del Podestá son bastante bellos, pero incompletos, en parte restaurados, en parte sin concluir. La plaza en que están, frente a la hermosa y no concluida fachada de San Petronio, se halla decorada con una estatua moderna, de Víctor Manuel, y con la antigua y soberbia fuente de Neptuno, obra de Juan de Bolonia.	ART::Giambologna  CITTAePAESI::Bologna  LINGUA::Spanish  LU::Edifici::Palazzo-d'Accursio  LU::Fontane::Fontana-Nettuno  LU::Piazze::Piazza-Maggiore  LU::Storico-Culturale::Palazzo-del-Podestà  OPA::Architettura::Facciata  OPA::Scultura::Nettuno  OPA::Statua::Statua  PERS::Vittorio-Emanuele-II	Pérez Galdós, Benito	Pérez Galdós, Benito (1890). La casa de Shakespeare.	Non Disponibile
314:12	No lejos de esta plaza se hallan las torres inclinadas que, respectiva…	es_LET_PérezGaldós_Viajes_y_Fantasías_1928_ok	SP  all-doc	No lejos de esta plaza se hallan las torres inclinadas que, respectivamente, llevan por nombre "Asinelli" y "Gavisenda". Esta es del siglo XII, y se cree que fué construida exprofeso con la inclinación de más de tres metros que en ella se admira. Están muy cerca la una de la otra, y miradas desde un lejano punto de vista, parecen dos espadas inmensas que se van a cruzar.	CITTAePAESI::Bologna  ESPERIENZA::Ammirazione  LINGUA::Spanish  LU::Torri::Asinelli  LU::Torri::Garisenda  PE::Secolo-XII	Pérez Galdós, Benito	Pérez Galdós, Benito (1928). Viajes y fantasías.	Non Disponibile
314:13	Para los españoles lo más atractivo e interesante en la antigua ciudad…	es_LET_PérezGaldós_Viajes_y_Fantasías_1928_ok	SP  all-doc	Para los españoles lo más atractivo e interesante en la antigua ciudad universitaria, es el colegio de San Clemente, fundado en el siglo XIV por el célebre cardenal don Gil de Albornoz, uno de los españoles más eminentes que figuran en la historia de Italia.	CITTAePAESI::Bologna  LINGUA::Spanish  LU::Di-Studio::Collegio-di-Spagna  PE::Secolo-XIV  PERS::Alvarez-de-Albornoz-Gil	Pérez Galdós, Benito	Pérez Galdós, Benito (1928). Viajes y fantasías.	Non Disponibile
314:14	El Collegio di Spagna conserva el carácter de la época más quizá que n…	es_LET_PérezGaldós_Viajes_y_Fantasías_1928_ok	SP  all-doc	El Collegio di Spagna conserva el carácter de la época más quizá que ningún otro edificio de Bolonia, y lo más digno de notar en esta afamada fundación es que ha resistido a las mudanzas del tiempo y a los trastornos políticos, subsistiendo todavía con el mismo objeto a que lo destinó Albornoz.	CITTAePAESI::Bologna  ESPERIENZA::Ammirazione  LINGUA::Spanish  LU::Di-Studio::Collegio-di-Spagna  PERS::Alvarez-de-Albornoz-Gil	Pérez Galdós, Benito	Pérez Galdós, Benito (1928). Viajes y fantasías.	Non Disponibile
314:15	Su hermoso patio es una joya arquitectónica y ostenta algunos frescos…	es_LET_PérezGaldós_Viajes_y_Fantasías_1928_ok	SP  all-doc	Su hermoso patio es una joya arquitectónica y ostenta algunos frescos de Aníbal Carraci. La iglesia ofrece poco interés.	ART::Carracci-Annibale  CITTAePAESI::Bologna  ESPERIENZA::Ammirazione  ESPERIENZA::Indifferenza  LINGUA::Spanish  LU::All'Aperto::Cortile  LU::Di-Studio::Collegio-di-Spagna  OPA::Pittura::Affresco	Pérez Galdós, Benito	Pérez Galdós, Benito (1928). Viajes y fantasías.	Non Disponibile
314:16	La pintura boloñesa nos ofrece la última manifestación del arte italia…	es_LET_PérezGaldós_Viajes_y_Fantasías_1928_ok	SP  all-doc	La pintura boloñesa nos ofrece la última manifestación del arte italiano en la serie del tiempo. El museo de Bolonia permite apreciarla en todo su esplendor. Es una escuela amanerada, sin que por esto falte a los artistas que la forman cualidades brillantes.	ART::Scuola-Bolognese  CITTAePAESI::Bologna  ESPERIENZA::Ammirazione  LINGUA::Spanish  LU::Musei::Pinacoteca	Pérez Galdós, Benito	Pérez Galdós, Benito (1928). Viajes y fantasías.	Non Disponibile
314:17	Por querer reunir todas las cualidades, aquellos artistas no descollar…	es_LET_PérezGaldós_Viajes_y_Fantasías_1928_ok	SP  all-doc	Por querer reunir todas las cualidades, aquellos artistas no descollaron en ninguna. Prevaleció esta escuela en todo el siglo XVII, legando sus principios eclécticos a las Academias que en el XVIII patrocinaron la frialdad y la ñoñería.	ART::Scuola-Bolognese  CITTAePAESI::Bologna  ESPERIENZA::Critica  LINGUA::Spanish  LU::Musei::Pinacoteca	Pérez Galdós, Benito	Pérez Galdós, Benito (1928). Viajes y fantasías.	Non Disponibile
314:18	El "Cristo crucificado", de Guido, que ostenta como una de sus mejores…	es_LET_PérezGaldós_Viajes_y_Fantasías_1928_ok	SP  all-doc	El "Cristo crucificado", de Guido, que ostenta como una de sus mejores galas la Academia de Bolonia, es un cuadro imponente, un tanto afectado y teatral, de expresión dramática y grandiosa. Lo mismo puede decirse del "Martirio de los Inocentes", del mismo autor, y del "Descendimiento". Hay trozos en todos ellos primorosamente ejecutados.	CITTAePAESI::Bologna  ESPERIENZA::Ammirazione  ESPERIENZA::Critica  LINGUA::Spanish  LU::Accademie::Accademia-delle-Belle-Arti  OPA::Pittura::Cristo  OPA::Pittura::Crocifissione  OPA::Pittura::Martirio	Pérez Galdós, Benito	Pérez Galdós, Benito (1928). Viajes y fantasías.	Non Disponibile
314:19	Moratín, que pasó allí largas temporadas y que gustaba mucho de la vid…	es_LET_PérezGaldós_Viajes_y_Fantasías_1928_ok	SP  all-doc	Moratín, que pasó allí largas temporadas y que gustaba mucho de la vida tranquila y del saludable clima de aquel pueblo, dice en una de sus cartas: "Llegué a Bolonia y pasé cuatro meses del verano en ver procesiones y oir letanías. " La descripción que hace nuestro gran prosista de las interminables fiestas religiosas de aquella ciudad, es graciosísima.	CITTAePAESI::Bologna  LINGUA::Spanish  PERS::Fernández-de-Moratín	Pérez Galdós, Benito	Pérez Galdós, Benito (1928). Viajes y fantasías.	Non Disponibile
314:20	los birriquines, que así se llamaban en Bolonia a los holgazanes o píc…	es_LET_PérezGaldós_Viajes_y_Fantasías_1928_ok	SP  all-doc	los birriquines, que así se llamaban en Bolonia a los holgazanes o pícaros que infestaban la ciudad en otros tiempos. Esta clase desalmada y maleante, por el estilo de los lazzaronis de Nápoles, ha desaparecido por completo.	CITTAePAESI::Bologna  LINGUA::Spanish  TEM::Cittadini-di-Bologna	Pérez Galdós, Benito	Pérez Galdós, Benito (1928). Viajes y fantasías.	Non Disponibile
315:1	Queda sentado en otra parte que la ciudad de Bolonia es alegre, grande…	es_LET_Viera_Clavijo_Estractos_1849_175-178_ok	SP  all-doc	Queda sentado en otra parte que la ciudad de Bolonia es alegre, grande (pues tendrá como dos leguas de contorno y doce puertas) situada en una fértil campiña sobre el rio Zeno, habitada de bellos templos, palacios y calles acompañadas de pórticos por ambas aceras, por las cuales se marcha á cubierto del sol y de la lluvia.	CITTAePAESI::Bologna  ESPERIENZA::Ammirazione  LINGUA::Spanish  LU::Fiume::Reno  OPA::Architettura::Portico	Viera y Clavijo, José de	Viera y Clavijo, José de (1849). Estracto de los apuntes del diario de mi viaje desde Madrid a Italia y Alemania.	Non Disponibile
315:2	Nuestra primera salida en compañía de D. José da Pignateli y del abate…	es_LET_Viera_Clavijo_Estractos_1849_175-178_ok	SP  all-doc	Nuestra primera salida en compañía de D. José da Pignateli y del abate Heredia ex-jesuita, fué á la iglesia colegiata de san Petronio, que es grande, clara y de buen gótico.	CITTAePAESI::Bologna  LINGUA::Spanish  LU::Di-Culto::Basilica-Di-San-Petronio  OPA::Architettura::Ordine  PERS::Gesuiti-spagnoli	Viera y Clavijo, José de	Viera y Clavijo, José de (1849). Estracto de los apuntes del diario de mi viaje desde Madrid a Italia y Alemania.	Non Disponibile
315:3	Después fuimos á ver le insigne universidad Boloniense, en otros tiemp…	es_LET_Viera_Clavijo_Estractos_1849_175-178_ok	SP  all-doc	Después fuimos á ver le insigne universidad Boloniense, en otros tiempos tan florida, y ahora en tanta decadencia, que apenas se encontraban en ella 300 escolares, y aun se nos decia que tampoco la frecuentaban sus catedráticos	CITTAePAESI::Bologna  ESPERIENZA::Critica  LINGUA::Spanish  TEM::Studenti  TEM::Università-Docenti	Viera y Clavijo, José de	Viera y Clavijo, José de (1849). Estracto de los apuntes del diario de mi viaje desde Madrid a Italia y Alemania.	Non Disponibile
315:4	Todos los claustros altos y bajos, están plagados de escudos de armas,…	es_LET_Viera_Clavijo_Estractos_1849_175-178_ok	SP  all-doc	Todos los claustros altos y bajos, están plagados de escudos de armas, é inscripciones en memoria de varones esclarecidos que fueron allí profesores, cuales han sido, Bartulo, Baldo, Sepulveda ócc. Las clases son buenas y bien pintadas, sobresaliendo entre ellas, el teatro anatómico, por sus bellas luces, y las estatuas de los profesores mas célebres, como Murgañi.	CITTAePAESI::Bologna  LINGUA::Spanish  LU::Musei::Teatro-Anatomico  LU::Storico-Culturale::Archiginnasio  OPA::Grafica::Figura  OPA::Grafica::Iscrizione  OPA::Pittura::Affresco  OPA::Statua::Statua  PERS::Morgagni-Giovanni-Battista	Viera y Clavijo, José de	Viera y Clavijo, José de (1849). Estracto de los apuntes del diario de mi viaje desde Madrid a Italia y Alemania.	Non Disponibile
315:5	Hoy recorrimos con suma complacencia nuestra el magnifico palacio del…	es_LET_Viera_Clavijo_Estractos_1849_175-178_ok	SP  all-doc	Hoy recorrimos con suma complacencia nuestra el magnifico palacio del Instituto de Bolonia, arquitectura del Tibaldi, edificio vasto, claro y hermoso, que se puede considerar como un templo consagrado á las ciencias y artes. Fundólo á principios de este siglo el Ilustre general y conde Marsiglo.	ART::Pellegrino-Tibaldi  CITTAePAESI::Bologna  ESPERIENZA::Ammirazione  LINGUA::Spanish  LU::Accademie::Accademia-delle-Scienze-Istituto-di-Bologna  PE::Secolo-XVIII  PERS::Marsili-Ferdinando-Ludovico	Viera y Clavijo, José de	Viera y Clavijo, José de (1849). Estracto de los apuntes del diario de mi viaje desde Madrid a Italia y Alemania.	Non Disponibile
315:6	Vese á la entrada la estatua colosal de Benedicto XIV. A mano siniestr…	es_LET_Viera_Clavijo_Estractos_1849_175-178_ok	SP  all-doc	Vese á la entrada la estatua colosal de Benedicto XIV. A mano siniestra se encuentra una linda capilla de la Anunciación, con buenas pinturas, y luego se pasa al espacioso atrio, donde hay un Hércules, escultura de Angelo Pió.	ART::Pio'-Angelo-Gabriello  CITTAePAESI::Bologna  LINGUA::Spanish  LU::Accademie::Accademia-delle-Scienze-Istituto-di-Bologna  LU::Di-Culto::Cappella  OPA::Dipinto::Dipinto  OPA::Statua::Statua  PERS::Benedetto-XIV	Viera y Clavijo, José de	Viera y Clavijo, José de (1849). Estracto de los apuntes del diario de mi viaje desde Madrid a Italia y Alemania.	Non Disponibile
315:7	Siguense las salas bajas, en las cuales celebran sus juntas los senado…	es_LET_Viera_Clavijo_Estractos_1849_175-178_ok	SP  all-doc	Siguense las salas bajas, en las cuales celebran sus juntas los senadores presidentes del Instituto. Una de ellas se puede reputar por una galería de pinturas, de los pintores mas célebres de Bolonia, y en otra sobre la chimenea se ve el busto de mármol del general Marsigli.	ART::Scuola-Bolognese  CITTAePAESI::Bologna  LINGUA::Spanish  LU::Accademie::Accademia-delle-Scienze-Istituto-di-Bologna  LU::Di-Studio::Sala  LU::Musei::Galleria-d'Arte  OPA::Scultura::Busto  PERS::Marsili-Ferdinando-Ludovico	Viera y Clavijo, José de	Viera y Clavijo, José de (1849). Estracto de los apuntes del diario de mi viaje desde Madrid a Italia y Alemania.	Non Disponibile
315:8	Luego entramos en las salas de dibujo, pintura y arquitectura, que com…	es_LET_Viera_Clavijo_Estractos_1849_175-178_ok	SP  all-doc	Luego entramos en las salas de dibujo, pintura y arquitectura, que componen la llamada academia Clementina, fundada por Clemente XI donde se bailan copias de los monumentos públicos y obeliscos que adornan á Roma.	CITTAePAESI::Bologna  LINGUA::Spanish  LU::Accademie::Accademia-delle-Belle-Arti  LU::Accademie::Accademia-delle-Scienze-Istituto-di-Bologna  LU::Di-Studio::Sala  OPA::Grafica::Disegno  OPA::Pittura::Pittura  PERS::Clemente-XI	Viera y Clavijo, José de	Viera y Clavijo, José de (1849). Estracto de los apuntes del diario de mi viaje desde Madrid a Italia y Alemania.	Non Disponibile
315:9	Despues en las salas de la arte obstetricia, que en mas de cien figura…	es_LET_Viera_Clavijo_Estractos_1849_175-178_ok	SP  all-doc	Despues en las salas de la arte obstetricia, que en mas de cien figuras de cera colocadas con gran primor en armarios cubiertos de cristales, se exponen y se presentan todos los partos naturales é irregulares, las matrices, los fetos en diferentes tiempos, las placentas, algunos monstruos conservados en espíritu de vino & c. En la segunda sala está la llamada Fantasma, ó figura de una muger parturienta, con entera flexibilidad en las coyunturas que forman las articulaciones.	CITTAePAESI::Bologna  ESPERIENZA::Curiosità  ESPERIENZA::Stupore  LINGUA::Spanish  LU::Accademie::Accademia-delle-Scienze-Istituto-di-Bologna  OPA::Scultura::Cera  OPA::Scultura::Figura	Viera y Clavijo, José de	Viera y Clavijo, José de (1849). Estracto de los apuntes del diario de mi viaje desde Madrid a Italia y Alemania.	Non Disponibile
315:10	De aqui pasamos á la sala que llaman del desnudo en donde se dibuja po…	es_LET_Viera_Clavijo_Estractos_1849_175-178_ok	SP  all-doc	De aqui pasamos á la sala que llaman del desnudo en donde se dibuja por el natural, á la cual siguen otras tres llenas de bellas estatuas de yeso, vaciadas por todas las antiguas de primer orden de Roma y de Florencia, muchas cabezas griegas.	CITTAePAESI::Bologna  LINGUA::Spanish  LU::Accademie::Accademia-delle-Scienze-Istituto-di-Bologna  LU::Di-Studio::Sala  OPA::Grafica::Disegno  OPA::Scultura::Gesso  OPA::Statua::Statua	Viera y Clavijo, José de	Viera y Clavijo, José de (1849). Estracto de los apuntes del diario de mi viaje desde Madrid a Italia y Alemania.	Non Disponibile
315:11	En un pasadizo á la sala del laboratorio químico se ven algunas lápida…	es_LET_Viera_Clavijo_Estractos_1849_175-178_ok	SP  all-doc	En un pasadizo á la sala del laboratorio químico se ven algunas lápidas con inscripciones romanas, griegas y hebreas. Dicho laboratorio es espacioso y aseado con bellas luces, y está bien surtido de todos los instrumentos necesarios, y de las producciones mas particulares de esta ciencia.	CITTAePAESI::Bologna  LINGUA::Spanish  LU::Accademie::Accademia-delle-Scienze-Istituto-di-Bologna  LU::Di-Studio::Laboratorio  OPA::Grafica::Iscrizione	Viera y Clavijo, José de	Viera y Clavijo, José de (1849). Estracto de los apuntes del diario de mi viaje desde Madrid a Italia y Alemania.	Non Disponibile
315:12	Subiendo luego las escaleras, «miramos en el largo salón donde se dist…	es_LET_Viera_Clavijo_Estractos_1849_175-178_ok	SP  all-doc	Subiendo luego las escaleras, «miramos en el largo salón donde se distribuyen los premios anuales de las nobles artes. Admirase aqui un cuadro que representa al Papa Benedicto XIV, del tamaño natural, y fué dádiva suya hecha á su patria. Asi mismo se ven los bustos hechos en mármol, de Clemente XI que fundó el instituto, y de Clemente XII que hizo edificar el Observatorio.	CITTAePAESI::Bologna  LINGUA::Spanish  LU::Accademie::Accademia-delle-Scienze-Istituto-di-Bologna  LU::Osservatorio-Museo::Specola  OPA::Pittura::Ritratto  OPA::Scultura::Busto  PERS::Benedetto-XIV  PERS::Clemente-XI  PERS::Clemente-XII	Viera y Clavijo, José de	Viera y Clavijo, José de (1849). Estracto de los apuntes del diario de mi viaje desde Madrid a Italia y Alemania.	Non Disponibile
315:13	De esta sala pasamos á las de física experimental que son tres, fornec…	es_LET_Viera_Clavijo_Estractos_1849_175-178_ok	SP  all-doc	De esta sala pasamos á las de física experimental que son tres, fornecidas de las mejores máquinas é instrumentos trabajados bajo los auspicios del célebre Muschembrocck en Holanda, y guardados en primorosas alacenas. Hállense máquinas para las experiencias hidrostáticas, para las de las fuerzas centrales, para las de las proyectiles y percusiones: pirámetros, ollas papinianas, máquinas pneumáticas, diferentes eléctricas, de óptica, calóptrica, estática, imanes.	CITTAePAESI::Bologna  ESPERIENZA::Ammirazione  LINGUA::Spanish  LU::Accademie::Accademia-delle-Scienze-Istituto-di-Bologna  LU::Di-Studio::Sala  PERS::Broeck-Muschen	Viera y Clavijo, José de	Viera y Clavijo, José de (1849). Estracto de los apuntes del diario de mi viaje desde Madrid a Italia y Alemania.	Non Disponibile
315:14	Siguen las salas de las anatomías en cera, obra admirable de la señora…	es_LET_Viera_Clavijo_Estractos_1849_175-178_ok	SP  all-doc	Siguen las salas de las anatomías en cera, obra admirable de la señora Ana Morandi-Manzolini conservadas en cinco grandes armarios con sus cristales. En el primero se ven los huesos separados, y unidos en un esqueleto. En el segundo los huesos de todas las edades, empezando desde los del feto, con sus esqueletos respectivos, y una bella colección de instrumentos y cuchillos anatómicos.	ART::Morandi-Manzolini-Anna  CITTAePAESI::Bologna  ESPERIENZA::Ammirazione  LINGUA::Spanish  LU::Accademie::Accademia-delle-Scienze-Istituto-di-Bologna  LU::Di-Studio::Sala  OPA::Scultura::Cera	Viera y Clavijo, José de	Viera y Clavijo, José de (1849). Estracto de los apuntes del diario de mi viaje desde Madrid a Italia y Alemania.	Non Disponibile
315:15	Finalmente en el cuarto armario se hallan las partes pertenecientes á…	es_LET_Viera_Clavijo_Estractos_1849_175-178_ok	SP  all-doc	Finalmente en el cuarto armario se hallan las partes pertenecientes á la vista, al oido al gusto, y en el quinto y último armario hay una estatua que representa un hombre en pié sobre un pedestal, en quien se perciben todas las ramificaciones de las venas y arterias. Esa fue obra del marido de la Manzolini, cuyos retratos se ven en esta sala con gusto, hechos también de cera por sus propias manos.	ART::Manzolini-Giovanni  ART::Morandi-Manzolini-Anna  CITTAePAESI::Bologna  LINGUA::Spanish  LU::Accademie::Accademia-delle-Scienze-Istituto-di-Bologna  LU::Di-Studio::Sala  OPA::Scultura::Cera  OPA::Statua::Statua	Viera y Clavijo, José de	Viera y Clavijo, José de (1849). Estracto de los apuntes del diario de mi viaje desde Madrid a Italia y Alemania.	Non Disponibile
315:16	Llegamos á las salas que componen el gabinete de historia natural, en…	es_LET_Viera_Clavijo_Estractos_1849_175-178_ok	SP  all-doc	Llegamos á las salas que componen el gabinete de historia natural, en cuya antecámara se ve un armario con grandes piedras bezoares del oriente; minerales de plata, una pepita de oro de cuatro libras; matrices de ametista, tazas de cristal de roca y de diaspero, entre las cuales hay una en figura de lunecilla hecha de cuerno de Rinoceronte.	CITTAePAESI::Bologna  LINGUA::Spanish  LU::Accademie::Accademia-delle-Scienze-Istituto-di-Bologna  LU::Di-Studio::Sala	Viera y Clavijo, José de	Viera y Clavijo, José de (1849). Estracto de los apuntes del diario de mi viaje desde Madrid a Italia y Alemania.	Non Disponibile
315:17	La primera sala contiene colecciones de mármoles, ágatas y piedras pre…	es_LET_Viera_Clavijo_Estractos_1849_175-178_ok	SP  all-doc	La primera sala contiene colecciones de mármoles, ágatas y piedras preciosas, con otra de piedras del Vesubio. La segunda, tierras, gomas, betunes, ámbar, sales, azufres, concreciones, talcos, amianlos, selenita Arenas, fósiles, pintas, maicasitas, metales.	CITTAePAESI::Bologna  LINGUA::Spanish  LU::Accademie::Accademia-delle-Scienze-Istituto-di-Bologna  LU::Di-Studio::Sala	Viera y Clavijo, José de	Viera y Clavijo, José de (1849). Estracto de los apuntes del diario de mi viaje desde Madrid a Italia y Alemania.	Non Disponibile
315:18	La tercera del reino vegetal, hongos, agáricos, variedad de raices, co…	es_LET_Viera_Clavijo_Estractos_1849_175-178_ok	SP  all-doc	La tercera del reino vegetal, hongos, agáricos, variedad de raices, cortejas, leños medicinales, gomas, resinas, jugos, sales cienciales, hojas de plantas estrañas, frutos, simientes, petrificacionees. En la cuarta, las producciones marinas, esponjas, alciones, conchas, corales, madreperlas, lithóphilos, fucos.	CITTAePAESI::Bologna  LINGUA::Spanish  LU::Accademie::Accademia-delle-Scienze-Istituto-di-Bologna  LU::Di-Studio::Sala	Viera y Clavijo, José de	Viera y Clavijo, José de (1849). Estracto de los apuntes del diario de mi viaje desde Madrid a Italia y Alemania.	Non Disponibile
315:19	En la quinta el reino animal, momias de Egipto, cuadrúpedos raros, ent…	es_LET_Viera_Clavijo_Estractos_1849_175-178_ok	SP  all-doc	En la quinta el reino animal, momias de Egipto, cuadrúpedos raros, entre ellos la gran bestia; partes de la ballena y del elefante, aves con sus nidos y huevos, un pelícano, algunos pájaros-moscas, culebras, reptiles, amphibios, cocodrilos, pescados estraños, insectos, mariscos, mariposas. Muchas piezas de este curioso gabinete fueron del célebre Ulises Aldrovandi, y de Ferdinando Caspi.	CITTAePAESI::Bologna  ESPERIENZA::Curiosità  LINGUA::Spanish  LU::Accademie::Accademia-delle-Scienze-Istituto-di-Bologna  LU::Di-Studio::Sala  PERS::Aldrovandi-Ulisse  PERS::Cospi-Ferdinando	Viera y Clavijo, José de	Viera y Clavijo, José de (1849). Estracto de los apuntes del diario de mi viaje desde Madrid a Italia y Alemania.	Non Disponibile
315:20	Siguen después dos salas, una de geografía y náutica con el modelo per…	es_LET_Viera_Clavijo_Estractos_1849_175-178_ok	SP  all-doc	Siguen después dos salas, una de geografía y náutica con el modelo perfecto de un navio de 64 cañones, y la otra del arte militar con modelos de fortificaciones y de una plaza sitiada. Hay antiguos arneses, armas y trofeos, modelo de toda especie de artillería.	CITTAePAESI::Bologna  LINGUA::Spanish  LU::Accademie::Accademia-delle-Scienze-Istituto-di-Bologna  LU::Di-Studio::Sala  OPA::Scultura::Modello	Viera y Clavijo, José de	Viera y Clavijo, José de (1849). Estracto de los apuntes del diario de mi viaje desde Madrid a Italia y Alemania.	Non Disponibile
315:21	De aqui pasamos á la biblioteca, en cuya entrada se ven los retratos d…	es_LET_Viera_Clavijo_Estractos_1849_175-178_ok	SP  all-doc	De aqui pasamos á la biblioteca, en cuya entrada se ven los retratos de sus fundadores el conde Marsigli Benedetto XIV y el cardenal Monti. Son tres grandes salas con hermosos estantes, sobre cuyas pilastras están los bustos y pinturas de los varones mas ilustres en ciencias y literatura.	CITTAePAESI::Bologna  ESPERIENZA::Ammirazione  LINGUA::Spanish  LU::Accademie::Accademia-delle-Scienze-Istituto-di-Bologna  LU::Biblioteche::Biblioteca  OPA::Pittura::Ritratto  OPA::Scultura::Busto  PERS::Benedetto-XIV  PERS::Marsili-Ferdinando-Ludovico  PERS::Monti-Filippo	Viera y Clavijo, José de	Viera y Clavijo, José de (1849). Estracto de los apuntes del diario de mi viaje desde Madrid a Italia y Alemania.	Non Disponibile
315:22	Habrá unos 80 volúmenes, fuera de los cuales se guardan igualmente las…	es_LET_Viera_Clavijo_Estractos_1849_175-178_ok	SP  all-doc	Habrá unos 80 volúmenes, fuera de los cuales se guardan igualmente las obras manuscritas del mismo Benedicto XIV; las de Ulises Aldrovandi, y un pergamino singular que contiene la escritura simbólica con que los Indios Americanos escribían sus sucesos.	ESPERIENZA::Curiosità  LINGUA::Spanish  LU::Accademie::Accademia-delle-Scienze-Istituto-di-Bologna  LU::Biblioteche::Biblioteca  PERS::Aldrovandi-Ulisse  PERS::Benedetto-XIV	Viera y Clavijo, José de	Viera y Clavijo, José de (1849). Estracto de los apuntes del diario de mi viaje desde Madrid a Italia y Alemania.	Non Disponibile
315:23	Vista la biblioteca, pasamos á la sala de dióptrica, en la cual se tra…	es_LET_Viera_Clavijo_Estractos_1849_175-178_ok	SP  all-doc	Vista la biblioteca, pasamos á la sala de dióptrica, en la cual se trabajan diferentes especies de vidrios ópticos, cuyas matrices y moldes con las correspondientes máquinas nos mostró el artífice. De aqui subimos al observatorio ó especula, que es una torre harto elevada, y construida con gallardía.	CITTAePAESI::Bologna  LINGUA::Spanish  LU::Accademie::Accademia-delle-Scienze-Istituto-di-Bologna  LU::Di-Studio::Sala  LU::Osservatorio-Museo::Specola	Viera y Clavijo, José de	Viera y Clavijo, José de (1849). Estracto de los apuntes del diario de mi viaje desde Madrid a Italia y Alemania.	Non Disponibile
